created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2024-05-02T06:13:32+00:00,91,24.3,,,,,,
2024-05-02T06:13:33+00:00,92,,48.9,,,,,
2024-05-02T06:13:34+00:00,93,,,1120.2,,,,
2024-05-02T06:13:50+00:00,94,24.3,,,,,,
2024-05-02T06:13:51+00:00,95,,48.7,,,,,
2024-05-02T06:13:52+00:00,96,,,1115.5,,,,
2024-05-02T06:14:07+00:00,97,24.4,,,,,,
2024-05-02T06:14:08+00:00,98,,48.3,,,,,
2024-05-02T06:14:09+00:00,99,,,1103.3,,,,
2024-05-02T06:14:24+00:00,100,24.5,,,,,,
2024-05-02T06:14:25+00:00,101,,48.5,,,,,
2024-05-02T06:14:26+00:00,102,,,1089.8,,,,
2024-05-02T06:14:41+00:00,103,24.5,,,,,,
2024-05-02T06:14:42+00:00,104,,48.1,,,,,
2024-05-02T06:14:43+00:00,105,,,1078.1,,,,
2024-05-02T06:14:59+00:00,106,24.5,,,,,,
2024-05-02T06:15:00+00:00,107,,47.6,,,,,
2024-05-02T06:15:01+00:00,108,,,983.6,,,,
2024-05-02T06:15:16+00:00,109,24.6,,,,,,
2024-05-02T06:15:17+00:00,110,,47.4,,,,,
2024-05-02T06:15:18+00:00,111,,,965.8,,,,
2024-05-02T06:15:33+00:00,112,24.6,,,,,,
2024-05-02T06:15:34+00:00,113,,47.4,,,,,
2024-05-02T06:15:35+00:00,114,,,926.8,,,,
2024-05-02T06:15:50+00:00,115,24.7,,,,,,
2024-05-02T06:15:51+00:00,116,,47.0,,,,,
2024-05-02T06:15:52+00:00,117,,,920.2,,,,
2024-05-02T06:16:08+00:00,118,24.7,,,,,,
2024-05-02T06:16:09+00:00,119,,46.9,,,,,
2024-05-02T06:16:10+00:00,120,,,910.4,,,,
2024-05-02T06:16:25+00:00,121,24.7,,,,,,
2024-05-02T06:16:26+00:00,122,,46.8,,,,,
2024-05-02T06:16:27+00:00,123,,,898.1,,,,
2024-05-02T06:16:42+00:00,124,24.8,,,,,,
2024-05-02T06:16:43+00:00,125,,46.8,,,,,
2024-05-02T06:16:44+00:00,126,,,897.1,,,,
2024-05-02T06:17:01+00:00,127,,46.8,,,,,
2024-05-02T06:17:02+00:00,128,,,894.5,,,,
2024-05-02T06:21:47+00:00,129,25.1,,,,,,
2024-05-02T06:21:48+00:00,130,,45.8,,,,,
2024-05-02T06:21:49+00:00,131,,,825.6,,,,
2024-05-02T06:22:04+00:00,132,25.1,,,,,,
2024-05-02T06:22:05+00:00,133,,45.9,,,,,
2024-05-02T06:22:06+00:00,134,,,815.8,,,,
2024-05-02T06:22:21+00:00,135,25.1,,,,,,
2024-05-02T06:22:22+00:00,136,,45.7,,,,,
2024-05-02T06:22:24+00:00,137,,,809.3,,,,
2024-05-02T06:22:39+00:00,138,25.1,,,,,,
2024-05-02T06:22:40+00:00,139,,45.8,,,,,
2024-05-02T06:22:41+00:00,140,,,803.9,,,,
2024-05-02T06:22:56+00:00,141,25.1,,,,,,
2024-05-02T06:22:57+00:00,142,,45.8,,,,,
2024-05-02T06:22:58+00:00,143,,,793.9,,,,
2024-05-02T06:23:13+00:00,144,25.1,,,,,,
2024-05-02T06:23:14+00:00,145,,45.8,,,,,
2024-05-02T06:23:15+00:00,146,,,792.0,,,,
2024-05-02T06:23:30+00:00,147,25.1,,,,,,
2024-05-02T06:23:32+00:00,148,,45.6,,,,,
2024-05-02T06:23:33+00:00,149,,,783.9,,,,
2024-05-02T06:23:48+00:00,150,25.1,,,,,,
2024-05-02T06:23:49+00:00,151,,45.8,,,,,
2024-05-02T06:23:50+00:00,152,,,773.2,,,,
2024-05-02T06:24:05+00:00,153,25.1,,,,,,
2024-05-02T06:24:06+00:00,154,,45.6,,,,,
2024-05-02T06:24:07+00:00,155,,,772.8,,,,
2024-05-02T06:24:22+00:00,156,25.1,,,,,,
2024-05-02T06:24:23+00:00,157,,45.6,,,,,
2024-05-02T06:24:24+00:00,158,,,772.8,,,,
2024-05-02T06:24:39+00:00,159,25.2,,,,,,
2024-05-02T06:24:41+00:00,160,,45.9,,,,,
2024-05-02T06:24:42+00:00,161,,,772.8,,,,
2024-05-02T06:24:57+00:00,162,25.2,,,,,,
2024-05-02T06:24:58+00:00,163,,45.6,,,,,
2024-05-02T06:24:59+00:00,164,,,772.8,,,,
2024-05-02T06:25:14+00:00,165,25.2,,,,,,
2024-05-02T06:25:15+00:00,166,,45.6,,,,,
2024-05-02T06:25:16+00:00,167,,,773.4,,,,
2024-05-02T06:25:31+00:00,168,25.2,,,,,,
2024-05-02T06:25:32+00:00,169,,45.4,,,,,
2024-05-02T06:25:33+00:00,170,,,772.8,,,,
2024-05-02T06:25:48+00:00,171,25.2,,,,,,
2024-05-02T06:25:49+00:00,172,,45.7,,,,,
2024-05-02T06:25:51+00:00,173,,,775.2,,,,
2024-05-02T06:26:06+00:00,174,25.2,,,,,,
2024-05-02T06:26:07+00:00,175,,46.1,,,,,
2024-05-02T06:26:08+00:00,176,,,802.7,,,,
2024-05-02T06:26:23+00:00,177,25.2,,,,,,
2024-05-02T06:26:24+00:00,178,,46.1,,,,,
2024-05-02T06:26:25+00:00,179,,,863.4,,,,
2024-05-02T06:26:40+00:00,180,25.2,,,,,,
2024-05-02T06:26:41+00:00,181,,46.3,,,,,
2024-05-02T06:26:42+00:00,182,,,869.5,,,,
2024-05-02T06:26:58+00:00,183,25.2,,,,,,
2024-05-02T06:26:59+00:00,184,,46.1,,,,,
2024-05-02T06:27:00+00:00,185,,,863.6,,,,
2024-05-02T06:27:15+00:00,186,25.2,,,,,,
2024-05-02T06:27:16+00:00,187,,46.1,,,,,
2024-05-02T06:27:17+00:00,188,,,853.3,,,,
2024-05-02T06:27:32+00:00,189,25.2,,,,,,
2024-05-02T06:27:33+00:00,190,,46.0,,,,,
2024-05-02T06:27:34+00:00,191,,,847.0,,,,
2024-05-02T06:27:49+00:00,192,25.3,,,,,,
2024-05-02T06:27:50+00:00,193,,45.9,,,,,
2024-05-02T06:27:51+00:00,194,,,842.8,,,,
2024-05-02T06:28:07+00:00,195,25.2,,,,,,
2024-05-02T06:28:08+00:00,196,,46.2,,,,,
2024-05-02T06:28:09+00:00,197,,,838.5,,,,
2024-05-02T06:28:24+00:00,198,25.3,,,,,,
2024-05-02T06:28:25+00:00,199,,46.0,,,,,
2024-05-02T06:28:26+00:00,200,,,835.5,,,,
2024-05-02T06:28:41+00:00,201,25.2,,,,,,
2024-05-02T06:28:42+00:00,202,,45.7,,,,,
2024-05-02T06:28:43+00:00,203,,,831.6,,,,
2024-05-02T06:28:58+00:00,204,25.3,,,,,,
2024-05-02T06:28:59+00:00,205,,46.1,,,,,
2024-05-02T06:29:00+00:00,206,,,828.0,,,,
2024-05-02T06:29:16+00:00,207,25.3,,,,,,
2024-05-02T06:29:17+00:00,208,,46.1,,,,,
2024-05-02T06:29:18+00:00,209,,,827.1,,,,
2024-05-02T06:29:33+00:00,210,25.3,,,,,,
2024-05-02T06:29:34+00:00,211,,45.8,,,,,
2024-05-02T06:29:35+00:00,212,,,824.9,,,,
2024-05-02T06:29:50+00:00,213,25.3,,,,,,
2024-05-02T06:29:51+00:00,214,,45.6,,,,,
2024-05-02T06:29:52+00:00,215,,,823.0,,,,
2024-05-02T06:30:07+00:00,216,25.3,,,,,,
2024-05-02T06:30:08+00:00,217,,45.5,,,,,
2024-05-02T06:30:10+00:00,218,,,820.5,,,,
2024-05-02T06:30:25+00:00,219,25.3,,,,,,
2024-05-02T06:30:26+00:00,220,,45.4,,,,,
2024-05-02T06:30:27+00:00,221,,,791.7,,,,
2024-05-02T06:30:42+00:00,222,25.3,,,,,,
2024-05-02T06:30:43+00:00,223,,45.4,,,,,
2024-05-02T06:30:44+00:00,224,,,773.4,,,,
2024-05-02T06:30:59+00:00,225,25.3,,,,,,
2024-05-02T06:31:00+00:00,226,,45.4,,,,,
2024-05-02T06:31:01+00:00,227,,,777.1,,,,
2024-05-02T06:31:16+00:00,228,25.3,,,,,,
2024-05-02T06:31:17+00:00,229,,45.4,,,,,
2024-05-02T06:31:19+00:00,230,,,776.5,,,,
2024-05-02T06:31:34+00:00,231,25.3,,,,,,
2024-05-02T06:31:35+00:00,232,,45.5,,,,,
2024-05-02T06:31:36+00:00,233,,,778.9,,,,
2024-05-02T06:31:51+00:00,234,25.3,,,,,,
2024-05-02T06:31:52+00:00,235,,45.7,,,,,
2024-05-02T06:31:53+00:00,236,,,780.5,,,,
2024-05-02T06:32:08+00:00,237,25.3,,,,,,
2024-05-02T06:32:09+00:00,238,,45.7,,,,,
2024-05-02T06:32:10+00:00,239,,,783.5,,,,
2024-05-02T06:32:25+00:00,240,25.4,,,,,,
2024-05-02T06:32:26+00:00,241,,45.6,,,,,
2024-05-02T06:32:28+00:00,242,,,786.0,,,,
2024-05-02T06:32:43+00:00,243,25.3,,,,,,
2024-05-02T06:32:44+00:00,244,,45.6,,,,,
2024-05-02T06:32:45+00:00,245,,,788.6,,,,
2024-05-02T06:33:00+00:00,246,25.4,,,,,,
2024-05-02T06:33:01+00:00,247,,45.6,,,,,
2024-05-02T06:33:02+00:00,248,,,796.4,,,,
2024-05-02T06:33:17+00:00,249,25.3,,,,,,
2024-05-02T06:33:18+00:00,250,,46.4,,,,,
2024-05-02T06:33:19+00:00,251,,,866.4,,,,
2024-05-02T06:33:34+00:00,252,25.4,,,,,,
2024-05-02T06:33:35+00:00,253,,46.0,,,,,
2024-05-02T06:33:37+00:00,254,,,887.9,,,,
2024-05-02T06:33:52+00:00,255,25.4,,,,,,
2024-05-02T06:33:53+00:00,256,,46.0,,,,,
2024-05-02T06:33:54+00:00,257,,,884.8,,,,
2024-05-02T06:34:09+00:00,258,25.4,,,,,,
2024-05-02T06:34:10+00:00,259,,45.8,,,,,
2024-05-02T06:34:11+00:00,260,,,881.5,,,,
2024-05-02T06:34:26+00:00,261,25.4,,,,,,
2024-05-02T06:34:27+00:00,262,,45.7,,,,,
2024-05-02T06:34:28+00:00,263,,,872.7,,,,
2024-05-02T06:34:43+00:00,264,25.4,,,,,,
2024-05-02T06:34:45+00:00,265,,46.1,,,,,
2024-05-02T06:34:46+00:00,266,,,864.9,,,,
2024-05-02T06:35:01+00:00,267,25.4,,,,,,
2024-05-02T06:35:02+00:00,268,,45.6,,,,,
2024-05-02T06:35:03+00:00,269,,,858.3,,,,
2024-05-02T06:35:18+00:00,270,25.4,,,,,,
2024-05-02T06:35:19+00:00,271,,45.4,,,,,
2024-05-02T06:35:20+00:00,272,,,848.1,,,,
2024-05-02T06:35:35+00:00,273,25.4,,,,,,
2024-05-02T06:35:36+00:00,274,,45.4,,,,,
2024-05-02T06:35:37+00:00,275,,,820.4,,,,
2024-05-02T06:35:52+00:00,276,25.4,,,,,,
2024-05-02T06:35:54+00:00,277,,45.5,,,,,
2024-05-02T06:35:55+00:00,278,,,809.9,,,,
2024-05-02T06:36:10+00:00,279,25.5,,,,,,
2024-05-02T06:36:11+00:00,280,,45.4,,,,,
2024-05-02T06:36:12+00:00,281,,,804.0,,,,
2024-05-02T06:36:27+00:00,282,25.4,,,,,,
2024-05-02T06:36:28+00:00,283,,45.4,,,,,
2024-05-02T06:36:29+00:00,284,,,803.4,,,,
2024-05-02T06:36:44+00:00,285,25.4,,,,,,
2024-05-02T06:36:45+00:00,286,,45.4,,,,,
2024-05-02T06:36:46+00:00,287,,,799.8,,,,
2024-05-02T06:37:01+00:00,288,25.4,,,,,,
2024-05-02T06:37:03+00:00,289,,45.5,,,,,
2024-05-02T06:37:04+00:00,290,,,798.9,,,,
2024-05-02T06:37:19+00:00,291,25.5,,,,,,
2024-05-02T06:37:20+00:00,292,,45.7,,,,,
2024-05-02T06:37:21+00:00,293,,,798.3,,,,
2024-05-02T06:37:36+00:00,294,25.5,,,,,,
2024-05-02T06:37:37+00:00,295,,45.7,,,,,
2024-05-02T06:37:38+00:00,296,,,798.6,,,,
2024-05-02T06:37:53+00:00,297,25.5,,,,,,
2024-05-02T06:37:54+00:00,298,,45.9,,,,,
2024-05-02T06:37:55+00:00,299,,,799.8,,,,
2024-05-02T06:38:10+00:00,300,25.5,,,,,,
2024-05-02T06:38:12+00:00,301,,46.0,,,,,
2024-05-02T06:38:13+00:00,302,,,802.5,,,,
2024-05-02T06:38:28+00:00,303,25.5,,,,,,
2024-05-02T06:38:29+00:00,304,,45.8,,,,,
2024-05-02T06:38:30+00:00,305,,,807.2,,,,
2024-05-02T06:38:45+00:00,306,25.5,,,,,,
2024-05-02T06:38:46+00:00,307,,45.7,,,,,
2024-05-02T06:38:47+00:00,308,,,811.1,,,,
2024-05-02T06:39:02+00:00,309,25.5,,,,,,
2024-05-02T06:39:03+00:00,310,,45.7,,,,,
2024-05-02T06:39:04+00:00,311,,,812.1,,,,
2024-05-02T06:39:20+00:00,312,25.5,,,,,,
2024-05-02T06:39:21+00:00,313,,45.7,,,,,
2024-05-02T06:39:22+00:00,314,,,810.0,,,,
2024-05-02T06:39:37+00:00,315,25.5,,,,,,
2024-05-02T06:39:38+00:00,316,,45.4,,,,,
2024-05-02T06:39:39+00:00,317,,,808.7,,,,
2024-05-02T06:39:54+00:00,318,25.5,,,,,,
2024-05-02T06:39:55+00:00,319,,45.5,,,,,
2024-05-02T06:39:56+00:00,320,,,805.8,,,,
2024-05-02T06:40:11+00:00,321,25.5,,,,,,
2024-05-02T06:40:12+00:00,322,,45.4,,,,,
2024-05-02T06:40:13+00:00,323,,,803.0,,,,
2024-05-02T06:40:29+00:00,324,25.5,,,,,,
2024-05-02T06:40:30+00:00,325,,45.4,,,,,
2024-05-02T06:40:31+00:00,326,,,798.4,,,,
2024-05-02T06:40:46+00:00,327,25.5,,,,,,
2024-05-02T06:40:47+00:00,328,,45.3,,,,,
2024-05-02T06:40:48+00:00,329,,,793.0,,,,
2024-05-02T06:41:03+00:00,330,25.5,,,,,,
2024-05-02T06:41:04+00:00,331,,45.2,,,,,
2024-05-02T06:41:05+00:00,332,,,789.1,,,,
2024-05-02T06:41:20+00:00,333,25.5,,,,,,
2024-05-02T06:41:21+00:00,334,,45.5,,,,,
2024-05-02T06:41:22+00:00,335,,,788.0,,,,
2024-05-02T06:41:38+00:00,336,25.5,,,,,,
2024-05-02T06:41:39+00:00,337,,45.2,,,,,
2024-05-02T06:41:40+00:00,338,,,790.3,,,,
2024-05-02T06:41:55+00:00,339,25.5,,,,,,
2024-05-02T06:41:56+00:00,340,,45.2,,,,,
2024-05-02T06:41:57+00:00,341,,,789.1,,,,
2024-05-02T06:42:12+00:00,342,25.5,,,,,,
2024-05-02T06:42:13+00:00,343,,45.4,,,,,
2024-05-02T06:42:14+00:00,344,,,786.9,,,,
2024-05-02T06:42:30+00:00,345,25.5,,,,,,
2024-05-02T06:42:32+00:00,346,,,789.5,,,,
2024-05-02T06:42:47+00:00,347,25.5,,,,,,
2024-05-02T06:42:48+00:00,348,,45.4,,,,,
2024-05-02T06:42:49+00:00,349,,,789.2,,,,
2024-05-02T06:43:04+00:00,350,25.5,,,,,,
2024-05-02T06:43:05+00:00,351,,45.6,,,,,
2024-05-02T06:43:06+00:00,352,,,789.3,,,,
2024-05-02T06:43:21+00:00,353,25.5,,,,,,
2024-05-02T06:43:22+00:00,354,,45.5,,,,,
2024-05-02T06:43:23+00:00,355,,,792.4,,,,
2024-05-02T06:43:38+00:00,356,25.5,,,,,,
2024-05-02T06:43:40+00:00,357,,45.6,,,,,
2024-05-02T06:43:41+00:00,358,,,795.4,,,,
2024-05-02T06:43:56+00:00,359,25.5,,,,,,
2024-05-02T06:43:57+00:00,360,,45.7,,,,,
2024-05-02T06:43:58+00:00,361,,,816.7,,,,
2024-05-02T06:44:13+00:00,362,25.6,,,,,,
2024-05-02T06:44:14+00:00,363,,45.5,,,,,
2024-05-02T06:44:15+00:00,364,,,866.0,,,,
2024-05-02T06:44:30+00:00,365,25.6,,,,,,
2024-05-02T06:44:31+00:00,366,,45.6,,,,,
2024-05-02T06:44:32+00:00,367,,,857.7,,,,
2024-05-02T06:44:47+00:00,368,25.6,,,,,,
2024-05-02T06:44:49+00:00,369,,45.5,,,,,
2024-05-02T06:44:50+00:00,370,,,849.9,,,,
2024-05-02T06:45:05+00:00,371,25.6,,,,,,
2024-05-02T06:45:06+00:00,372,,45.5,,,,,
2024-05-02T06:45:07+00:00,373,,,846.4,,,,
2024-05-02T06:45:22+00:00,374,25.6,,,,,,
2024-05-02T06:45:23+00:00,375,,45.5,,,,,
2024-05-02T06:45:24+00:00,376,,,841.3,,,,
2024-05-02T06:45:39+00:00,377,25.6,,,,,,
2024-05-02T06:45:40+00:00,378,,45.3,,,,,
2024-05-02T06:45:41+00:00,379,,,835.6,,,,
2024-05-02T06:45:57+00:00,380,25.6,,,,,,
2024-05-02T06:45:58+00:00,381,,45.4,,,,,
2024-05-02T06:45:59+00:00,382,,,825.6,,,,
2024-05-02T06:46:14+00:00,383,25.6,,,,,,
2024-05-02T06:46:15+00:00,384,,45.5,,,,,
2024-05-02T06:46:16+00:00,385,,,801.0,,,,
2024-05-02T06:46:31+00:00,386,25.6,,,,,,
2024-05-02T06:46:32+00:00,387,,45.3,,,,,
2024-05-02T06:46:33+00:00,388,,,801.2,,,,
2024-05-02T06:46:48+00:00,389,25.6,,,,,,
2024-05-02T06:46:49+00:00,390,,45.4,,,,,
2024-05-02T06:46:50+00:00,391,,,796.8,,,,
2024-05-02T06:47:05+00:00,392,25.6,,,,,,
2024-05-02T06:47:07+00:00,393,,45.3,,,,,
2024-05-02T06:47:08+00:00,394,,,796.5,,,,
2024-05-02T06:47:23+00:00,395,25.6,,,,,,
2024-05-02T06:47:24+00:00,396,,45.5,,,,,
2024-05-02T06:47:25+00:00,397,,,794.7,,,,
2024-05-02T06:47:40+00:00,398,25.6,,,,,,
2024-05-02T06:47:41+00:00,399,,45.6,,,,,
2024-05-02T06:47:42+00:00,400,,,795.5,,,,
2024-05-02T06:47:57+00:00,401,25.6,,,,,,
2024-05-02T06:47:58+00:00,402,,45.5,,,,,
2024-05-02T06:47:59+00:00,403,,,798.3,,,,
2024-05-02T06:48:15+00:00,404,25.6,,,,,,
2024-05-02T06:48:16+00:00,405,,45.5,,,,,
2024-05-02T06:48:17+00:00,406,,,800.6,,,,
2024-05-02T06:48:32+00:00,407,25.6,,,,,,
2024-05-02T06:48:33+00:00,408,,45.4,,,,,
2024-05-02T06:48:34+00:00,409,,,802.3,,,,
2024-05-02T06:48:49+00:00,410,25.6,,,,,,
2024-05-02T06:48:50+00:00,411,,45.4,,,,,
2024-05-02T06:48:51+00:00,412,,,801.3,,,,
2024-05-02T06:49:06+00:00,413,25.6,,,,,,
2024-05-02T06:49:07+00:00,414,,45.3,,,,,
2024-05-02T06:49:08+00:00,415,,,800.3,,,,
2024-05-02T06:49:24+00:00,416,25.6,,,,,,
2024-05-02T06:49:25+00:00,417,,45.1,,,,,
2024-05-02T06:49:26+00:00,418,,,799.9,,,,
2024-05-02T06:49:41+00:00,419,25.6,,,,,,
2024-05-02T06:49:42+00:00,420,,45.0,,,,,
2024-05-02T06:49:43+00:00,421,,,788.9,,,,
2024-05-02T06:49:58+00:00,422,25.6,,,,,,
2024-05-02T06:49:59+00:00,423,,44.9,,,,,
2024-05-02T06:50:00+00:00,424,,,775.7,,,,
2024-05-02T06:50:15+00:00,425,25.6,,,,,,
2024-05-02T06:50:16+00:00,426,,45.1,,,,,
2024-05-02T06:50:17+00:00,427,,,771.8,,,,
2024-05-02T06:50:33+00:00,428,25.6,,,,,,
2024-05-02T06:50:34+00:00,429,,45.3,,,,,
2024-05-02T06:50:35+00:00,430,,,777.2,,,,
2024-05-02T06:50:50+00:00,431,25.6,,,,,,
2024-05-02T06:50:51+00:00,432,,45.0,,,,,
2024-05-02T06:50:52+00:00,433,,,781.2,,,,
2024-05-02T06:51:07+00:00,434,25.6,,,,,,
2024-05-02T06:51:08+00:00,435,,44.9,,,,,
2024-05-02T06:51:09+00:00,436,,,778.1,,,,
2024-05-02T06:51:24+00:00,437,25.6,,,,,,
2024-05-02T06:51:25+00:00,438,,45.5,,,,,
2024-05-02T06:51:26+00:00,439,,,781.2,,,,
2024-05-02T06:51:42+00:00,440,25.6,,,,,,
2024-05-02T06:51:43+00:00,441,,45.2,,,,,
2024-05-02T06:51:44+00:00,442,,,849.5,,,,
2024-05-02T06:51:59+00:00,443,25.6,,,,,,
2024-05-02T06:52:00+00:00,444,,45.4,,,,,
2024-05-02T06:52:01+00:00,445,,,827.4,,,,
2024-05-02T06:52:16+00:00,446,25.6,,,,,,
2024-05-02T06:52:17+00:00,447,,45.3,,,,,
2024-05-02T06:52:18+00:00,448,,,820.5,,,,
2024-05-02T06:52:33+00:00,449,25.7,,,,,,
2024-05-02T06:52:34+00:00,450,,45.4,,,,,
2024-05-02T06:52:36+00:00,451,,,823.8,,,,
2024-05-02T06:52:51+00:00,452,25.7,,,,,,
2024-05-02T06:52:52+00:00,453,,45.4,,,,,
2024-05-02T06:52:53+00:00,454,,,831.9,,,,
2024-05-02T06:53:08+00:00,455,25.7,,,,,,
2024-05-02T06:53:09+00:00,456,,45.4,,,,,
2024-05-02T06:53:10+00:00,457,,,840.4,,,,
2024-05-02T06:53:25+00:00,458,25.7,,,,,,
2024-05-02T06:53:26+00:00,459,,45.3,,,,,
2024-05-02T06:53:27+00:00,460,,,848.5,,,,
2024-05-02T06:53:42+00:00,461,25.7,,,,,,
2024-05-02T06:53:43+00:00,462,,45.0,,,,,
2024-05-02T06:53:45+00:00,463,,,845.4,,,,
2024-05-02T06:54:00+00:00,464,25.7,,,,,,
2024-05-02T06:54:01+00:00,465,,45.4,,,,,
2024-05-02T06:54:02+00:00,466,,,847.6,,,,
2024-05-02T06:54:17+00:00,467,25.7,,,,,,
2024-05-02T06:54:18+00:00,468,,45.1,,,,,
2024-05-02T06:54:19+00:00,469,,,850.8,,,,
2024-05-02T06:54:34+00:00,470,25.7,,,,,,
2024-05-02T06:54:35+00:00,471,,45.5,,,,,
2024-05-02T06:54:36+00:00,472,,,854.9,,,,
2024-05-02T06:54:51+00:00,473,25.7,,,,,,
2024-05-02T06:54:52+00:00,474,,45.3,,,,,
2024-05-02T06:54:54+00:00,475,,,904.7,,,,
2024-05-02T06:55:09+00:00,476,25.7,,,,,,
2024-05-02T06:55:10+00:00,477,,45.1,,,,,
2024-05-02T06:55:11+00:00,478,,,892.2,,,,
2024-05-02T06:55:26+00:00,479,25.7,,,,,,
2024-05-02T06:55:27+00:00,480,,45.3,,,,,
2024-05-02T06:55:28+00:00,481,,,894.0,,,,
2024-05-02T06:55:43+00:00,482,25.7,,,,,,
